Instrument,Anonymized Lot,4 digit Seq,Customer Lot,Failure Date,Type of Procedures,Remaining Uses,Experience of Surgeon who performed Last Surgery(in Years),Experience Level
INS-008,LOT098,0128,LOT098-0128,10/23/2024,Prostatectomy - Radical w/ Lymphadenectomy|Parastomal Hernia Repair|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Parastomal Hernia Repair|Hysterectomy - Benign|Nephrectomy,3,9,M
INS-047,LOT147,0383,LOT147-0383,10/23/2024,Rectopexy|Hysterectomy - Malignant|Parastomal Hernia Repair|Subtotal Colectomy|Cholecystectomy|Hysterectomy - Malignant|Hysterectomy - Benign|Other Colorectal|Parastomal Hernia Repair|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,3,9,M
INS-008,LOT127,0427,LOT127-0427,10/23/2024,Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Hemicolectomy - Right|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,19,H
INS-004,LOT146,0012,LOT146-0012,10/23/2024,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Hysterectomy - Malignant|Salpingo-Oophorectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Partial Nephrectomy|Hysterectomy - Malignant|Partial Nephrectomy,1,10,M
INS-001,LOT143,0030,LOT143-0030,10/23/2024,Partial Nephrectomy|Partial Nephrectomy - Retroperitoneal Lateral|Partial Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy,3,9,M
INS-009,LOT167,0466,LOT167-0466,10/23/2024,Other Gynecology|Other Colorectal,8,14,M
INS-008,LOT105,0294,LOT105-0294,10/23/2024,Prostatectomy - Radical w/ Lymphadenectomy|Liver Resection|Partial Nephrectomy|Prostatectomy - Radical Extraperitoneal w/o Lymphadenectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Low Anterior Resection (LAR)|Prostatectomy - Simple Transvesical,1,10,M
INS-011,LOT125,0154,LOT125-0154,10/23/2024,Other Colorectal|Hemicolectomy - Right|Rectopexy|Adrenalectomy|Hysterectomy - Malignant|Parastomal Hernia Repair|Sigmoid Colectomy|Liver Wedge Resection|Other General Surgery|Low Anterior Resection (LAR)|Hysterectomy - Malignant|Endometriosis Resection|Hemicolectomy - Right|Other Colorectal,0,12,M
INS-033,LOT168,0041,LOT168-0041,10/25/2024,,0,,L
INS-008,LOT127,0434,LOT127-0434,10/28/2024,Abdominoperineal Resection (APR)|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy,7,19,H
INS-001,LOT075,0076,LOT075-0076,10/28/2024,Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy w/ Hysterectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Incisional Hernia eTEP|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,5,9,M
INS-004,LOT151,0330,LOT151-0330,10/28/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Salpingo-Oophorectomy|Partial Nephrectomy|Salpingo-Oophorectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,2,19,H
INS-004,LOT151,0320,LOT151-0320,10/28/2024,Hysterectomy - Malignant|Other Urology|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,4,19,H
INS-011,LOT147,0004,LOT147-0004,10/29/2024,Parastomal Hernia Repair|Rectopexy|Liver Resection|Parastomal Hernia Repair|Sigmoid Colectomy|Hysterectomy - Malignant|Hysterectomy - Malignant,7,19,H
INS-001,LOT075,0081,LOT075-0081,10/29/2024,Partial Nephrectomy|Hysterectomy - Malignant|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology,3,9,M
INS-008,LOT098,0140,LOT098-0140,10/29/2024,Other Gynecology|Hemicolectomy - Left|Incisional Hernia IPOM|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Hemicolectomy - Right|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,19,H
INS-008,LOT098,0150,LOT098-0150,10/29/2024,Other Gynecology|Other Gynecology|Partial Nephrectomy - Retroperitoneal Lateral|Sacrocolpopexy|Partial Nephrectomy - Retroperitoneal Lateral,5,9,M
INS-001,LOT169,0414,LOT169-0414,10/25/2024,Cholecystectomy|Prostatectomy - Radical w/ Lymphadenectomy|Cholecystectomy|Inguinal Hernia - Unilateral|Cholecystectomy|Pancreatectomy - Distal|Cholecystectomy|Incisional Hernia TAPP|Cholecystectomy|Incisional Hernia TAR|Incisional Hernia eTEP,7,19,H
INS-002,LOT125,0169,LOT125-0169,10/31/2024,Sacrocolpopexy|Sacrocolpopexy|Endometriosis Resection|Abdominoperineal Resection (APR)|Hysterectomy - Benign|Incisional Hernia eTEP|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant,1,10,M
INS-008,LOT092,0597,LOT092-0597,10/31/2024,Cholecystectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sleeve Gastrectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Cholecystectomy|Other Reconstuctive,1,10,M
INS-001,LOT075,0069,LOT075-0069,10/31/2024,Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Nephrectomy|Sacrocolpopexy|Salpingo-Oophorectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,5,9,M
INS-004,LOT151,0321,LOT151-0321,10/31/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology,3,9,M
INS-004,LOT151,0305,LOT151-0305,11/1/2024,Other Gynecology|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Rectopexy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology,5,9,M
INS-008,LOT140,0274,LOT140-0274,11/1/2024,Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Adrenalectomy,3,9,M
INS-002,LOT111,0347,LOT111-0347,11/1/2024,Nipple Sparing Mastectomy - Prophylactic w/ Implant Recon|Liver Wedge Resection|Sacrocolpopexy|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Gynecology|Hysterectomy - Malignant|Sacrocolpopexy|Inguinal Hernia - Bilateral|Ileocecal Resection|Lymphadenectomy|Inguinal Hernia - Unilateral,3,9,M
INS-002,LOT170,0212,LOT170-0212,11/1/2024,Sacrocolpopexy|Other Gynecology|Hysterectomy - Malignant|Incisional Hernia TAR|Hysterectomy - Malignant|Hysterectomy - Malignant|Sacrocolpopexy|Sacrocolpopexy|Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Malignant,4,19,H
INS-002,LOT171,0241,LOT171-0241,11/1/2024,Low Anterior Resection (LAR)|Hysterectomy - Malignant|Sacrocolpopexy|Hysterectomy - Malignant|Hemicolectomy - Right|Endometriosis Resection|Sacrocolpopexy|Other Gynecology|Sacrocolpopexy w/ Hysterectomy|Hysterectomy - Benign|Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant,1,10,M
INS-008,LOT157,0116,LOT157-0116,11/4/2024,Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Cholecystectomy|Hysterectomy - Malignant|Other Gynecology,4,19,H
INS-011,LOT140,0242,LOT140-0242,11/4/2024,Hemicolectomy - Right|Other Reconstuctive|Hysterectomy - Malignant|Hysterectomy - Malignant|Endometriosis Resection|Other Colorectal|Abdominoperineal Resection (APR)|Bariatric Revision|Other Colorectal,4,19,H
INS-010,LOT162,0046,LOT162-0046,10/28/2024,Nodule Biopsy with EBUS Staging,4,19,H
INS-004,LOT172,0290,LOT172-0290,10/30/2024,Pulmonary Wedge Resection|Pulmonary Lobectomy|Esophagectomy Transthoracic - Chest Anastomosis|Pulmonary Wedge Resection|Pulmonary Wedge Resection|Pulmonary Lobectomy|Pulmonary Segmentectomy|Hiatal Hernia - Sliding|Esophagectomy Transthoracic - Chest Anastomosis|Pulmonary Lobectomy,3,9,M
INS-001,LOT098,0393,LOT098-0393,11/7/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy - Retroperitoneal Lateral|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy,6,14,M
INS-001,LOT075,0070,LOT075-0070,11/7/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Nephrectomy|Partial Nephrectomy - Retroperitoneal Lateral|Other Gynecology|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Sacrocolpopexy|Endometriosis Resection|Nephrectomy|Hysterectomy - Malignant,5,9,M
INS-004,LOT125,0193,LOT125-0193,11/7/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,3,9,M
INS-008,LOT127,0441,LOT127-0441,11/7/2024,Other Gynecology|Partial Nephrectomy|Abdominoperineal Resection (APR)|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy,4,19,H
INS-011,LOT173,0097,LOT173-0097,10/31/2024,Cholecystectomy|Inguinal Hernia - Bilateral|Umbilical Hernia IPOM|Cholecystectomy|Cholecystectomy,9,14,M
INS-011,LOT151,0121,LOT151-0121,11/11/2024,Hysterectomy - Malignant|Other Gynecology|Cholecystectomy|Other Colorectal|Hysterectomy - Malignant|Parastomal Hernia Repair|Low Anterior Resection (LAR)|Hysterectomy - Malignant,6,14,M
INS-008,LOT148,0440,LOT148-0440,11/11/2024,Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Endometriosis Resection|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,19,H
INS-004,LOT120,0395,LOT120-0395,11/11/2024,Radical Cystectomy w/ Ileal Conduit|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,2,19,H
INS-032,LOT108,0235,LOT108-0235,11/11/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,7,19,H
INS-054,LOT143,0004,LOT143-0004,11/11/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Other Urology|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,18,19,H
INS-008,LOT139,0598,LOT139-0598,11/11/2024,Partial Nephrectomy|Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Cholecystectomy|Parastomal Hernia Repair|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,2,19,H
INS-055,LOT174,0064,LOT174-0064,11/11/2024,,0,,L
INS-004,LOT097,0035,LOT097-0035,11/14/2024,Salpingo-Oophorectomy|Partial Nephrectomy|Sacrocolpopexy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection|Other Cardiac|Other Cardiac|Mitral Valve Repair|Other Cardiac,4,19,H
INS-009,LOT175,0112,LOT175-0112,11/14/2024,Hemicolectomy - Right|Hemicolectomy - Right|Low Anterior Resection (LAR)|Low Anterior Resection (LAR),6,14,M
INS-001,LOT169,0431,LOT169-0431,11/15/2024,Incisional Hernia eTEP|Inguinal Hernia - Unilateral,16,14,M
INS-005,LOT176,0392,LOT176-0392,11/14/2024,,0,,L
INS-056,LOT177,0000,,11/19/2024,,0,,L
INS-002,LOT143,0395,LOT143-0395,11/20/2024,Other Colorectal|Incisional Hernia TAR|Hysterectomy - Malignant|Incisional Hernia IPOM|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Gynecology|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Colorectal|Hysterectomy - Malignant,2,19,H
INS-057,LOT178,0164,LOT178-0164,11/20/2024,Ileocecal Resection|Other Gynecology,8,14,M
INS-033,LOT179,0040,LOT179-0040,11/20/2024,,0,,L
INS-011,LOT151,0070,LOT151-0070,11/22/2024,Hysterectomy - Malignant|Other Colorectal|Abdominoperineal Resection (APR)|Prostatectomy - Radical w/ Lymphadenectomy|Salpingo-Oophorectomy|Low Anterior Resection (LAR),7,19,H
INS-058,LOT180,0095,LOT180-0095,11/22/2024,Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant,11,19,H
INS-011,LOT106,0169,LOT106-0169,11/22/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Low Anterior Resection (LAR)|Low Anterior Resection (LAR)|Other Colorectal|Other Reconstuctive|Other Colorectal|Low Anterior Resection (LAR)|Hysterectomy - Malignant|Sigmoid Colectomy|Other Colorectal,2,19,H
INS-004,LOT125,0223,LOT125-0223,11/22/2024,Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Sacrocolpopexy|Other Reconstuctive,3,9,M
INS-059,LOT181,0256,LOT181-0256,11/22/2024,Hysterectomy - Malignant|Hysterectomy - Malignant|Low Anterior Resection (LAR)|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Partial Nephrectomy|Hysterectomy - Malignant,6,14,M
INS-002,LOT182,0060,LOT182-0060,11/22/2024,Sacrocolpopexy|Other Gynecology|Hysterectomy - Malignant|Other Gynecology|Other General Surgery|Sacrocolpopexy|Hysterectomy - Malignant|Other Gynecology|Hysterectomy - Malignant,6,14,M
INS-001,LOT169,0421,LOT169-0421,11/22/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Other Urology,11,19,H
INS-059,LOT181,0259,LOT181-0259,11/22/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,9,14,M
INS-049,LOT183,0460,LOT183-0460,11/22/2024,Prostatectomy - Radical w/ Lymphadenectomy,9,14,M
INS-018,LOT184,0620,LOT184-0620,11/22/2024,,0,,L
INS-001,LOT169,0430,LOT169-0430,11/25/2024,Incisional Hernia TAPP|Cholecystectomy|Incisional Hernia TAR|Inguinal Hernia - Unilateral|Incisional Hernia TAR|Incisional Hernia eTEP,12,14,M
INS-001,LOT169,0416,LOT169-0416,10/25/2024,Incisional Hernia eTEP|Incisional Hernia IPOM|Incisional Hernia TAPP,15,14,M
INS-001,LOT169,0427,LOT169-0427,11/27/2024,Nephrectomy|Other Urology|Incisional Hernia TAPP|Incisional Hernia TAR|Incisional Hernia TAR|Other General Surgery|Incisional Hernia TAPP,11,19,H
INS-003,LOT185,0094,LOT185-0094,12/2/2024,Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Benign|Hysterectomy - Malignant|Hysterectomy - Benign|Other Gynecology,1,10,M
INS-049,LOT186,0359,LOT186-0359,12/2/2024,Cholecystectomy|Inguinal Hernia - Unilateral|Sleeve Gastrectomy|Ventral hernia TAR|Ventral Hernia TAPP|Cholecystectomy|Incisional Hernia TAR|Inguinal Hernia - Unilateral|Inguinal Hernia - Unilateral,1,10,M
INS-011,LOT108,0010,LOT108-0010,12/2/2024,Cholecystectomy|Parastomal Hernia Repair|Hysterectomy - Malignant|Adrenalectomy|Sigmoid Colectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Malignant|Cholecystectomy|Endometriosis Resection|Hysterectomy - Benign,3,9,M
INS-060,LOT187,0031,LOT187-0031,12/5/2024,Nissen Fundoplication - Isolated,2,19,H
INS-001,LOT169,0429,LOT169-0429,12/6/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy,11,19,H
INS-001,LOT169,0432,LOT169-0432,12/6/2024,Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Hysterectomy - Malignant|Endometriosis Resection|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Nephrectomy|Other Gynecology,9,14,M
INS-058,LOT180,0083,LOT180-0083,12/16/2024,Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Other Gynecology,11,19,H
INS-017,LOT188,0172,LOT188-0172,12/16/2024,,0,,L
INS-028,LOT025,0155,LOT025-0155,12/17/2024,Mediastinal Mass Resection|Pulmonary Wedge Resection|Pulmonary Lobectomy|Pulmonary Segmentectomy|Pulmonary Lobectomy|Pulmonary Lobectomy|Pulmonary Lobectomy|Esophagectomy Transthoracic - Chest Anastomosis|Other Thoracic|Other Thoracic,75,4,L
INS-004,LOT172,0275,LOT172-0275,12/18/2024,Other Thoracic|Pulmonary Wedge Resection|Pulmonary Wedge Resection|Pulmonary Lobectomy|Esophagectomy Transthoracic - Chest Anastomosis|Pulmonary Lobectomy|Pulmonary Lobectomy|Pulmonary Wedge Resection|Mediastinal Mass Resection|Pulmonary Lobectomy|Pulmonary Lobectomy|Other Urology,2,19,H
INS-011,LOT189,0213,LOT189-0213,12/18/2024,Cholecystectomy|Cholecystectomy|Appendectomy|Appendectomy|Other General Surgery|Inguinal Hernia - Unilateral|Umbilical Hernia TAPP|Hemicolectomy - Left|Cholecystectomy|Hiatal Hernia - Paraesophageal|Prostatectomy - Radical w/ Lymphadenectomy,3,9,M
INS-011,LOT145,0039,LOT145-0039,12/20/2024,Cholecystectomy|Other Colorectal|Other General Surgery|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Rectopexy|Sigmoid Colectomy|Other Colorectal|Low Anterior Resection (LAR)|Adrenalectomy|Incisional Hernia IPOM,3,9,M
INS-017,LOT005,0049,LOT005-0049,12/20/2024,,0,,L
INS-061,,0000,,12/11/2024,,0,,L
INS-001,LOT169,0433,LOT169-0433,12/20/2024,Cholecystectomy|Inguinal Hernia - Unilateral|Incisional Hernia eTEP|Incisional Hernia eTEP,14,19,H
INS-049,LOT190,0611,LOT190-0611,12/20/2024,Incisional Hernia eTEP,9,14,M
INS-004,LOT191,0217,LOT191-0217,12/30/2024,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Cholecystectomy|Salpingectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Other Gynecology,4,19,H
INS-004,LOT192,0403,LOT192-0403,12/30/2024,Other Urology|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Salpingo-Oophorectomy|Other Gynecology|Partial Nephrectomy - Retroperitoneal Lateral|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Other Urology,1,10,M
